14239 907637158
823733 645631416
800498 882534451
629011 88052258
505703 182408947
749597 665859976
909260 32757127
715216 537364559
762851 157526898
471580 107545243
343299 981837184
491124 881047306
4597 272768278
257084 601840452
197387 582798824
935671 238728980
951832 142276757
359894 300269684
810706 106989906
321440 11317410
914703 267072038
693237 760824965
345015 317409454
705374 535108868
935851 626177955
653609 634796503
530990 240662086
359659 730536588
429863 444617745
376538 628251
416067 47829562
356729 222885253
105817 976233977
154435 67433876
739733 911476876
750784 77655438
64765 460961374
996253 183410781
370327 841702628
35499 105823531
396433 66206462
619532 780928424
868046 108980192
980862 820298910
113787 696358401
926660 286047208
703813 912800742
931959 786810631
34217 32087395
244005 677291304
80121 785512143
462592 827145887
989367 150976198
556167 877360695
678324 434109019
700076 165592110
314979 428836961
36385 807184027
333004 163018248
482435 796447792
892500 300926448
10850 308597314
243041 296460162
923796 955278259
63407 654685154
85413 977144530
713147 92549006
289915 391703516
524702 667363435
580061 88720379
471953 957281139
828340 454304285
117598 905865726
487810 776451603
883472 741487599
415246 633293325
413545 212943449
890138 108657587
403110 742331287
451697 690467518
15939 254054463
611546 689730088
602968 324418815
433102 442645023
298100 55530516
364901 798287406
811153 638194242
591190 251446105
575818 366596353
897206 317976643
83450 305829805
269467 3014349
772753 745676958
187786 28176864
7743 733156836
160232 737541035
210798 91289132
786973 186331119
707445 213737428
975640 112522898
267443 12857894
809803 282079597
51634 15918346
525200 47628453
514197 413939760
120947 490598649
285415 169391415
128848 91059169
67871 310317635
751883 255592967
473970 395429469
133500 883202121
718099 125437827
532738 902426545
174753 698509379
948941 608443197
366772 778276097
522293 214935759
193941 276564846
80063 176709140
20456 333202011
823639 115306873
109276 865953488
881892 122694500
786973 883151129
286965 72261944
580096 223937818
979915 765299196
375143 877513654
241591 688550898
538884 387707885
509945 992423009
499833 40033239
874618 812694775
113936 174955682
403413 712135393
673543 361744405
958116 715783820
697391 738841010
477818 256485366
507989 69282136
263160 753089086
219453 989244077
904132 495111949
273581 743663076
178697 329818
370459 185689644
752325 2387645
238733 52627945
81919 247353670
99477 657002685
4914 440774022
746589 491964031
73692 98961333
320891 847552512
446197 557829881
834146 389226711
434817 62570952
986638 386856302
682400 950261220
518876 593862098
106889 114406689
551240 648376567
793832 857790975
520362 931876752
144143 633620841
395288 769666410
910713 460142878
146292 935985406
103709 197468184
537416 767067260
813916 552888916
293469 771249734
459366 387281108
621887 173142767
58178 141141764
4364 993166068
64303 399072957
58486 224859137
863430 47579849
251739 214524927
716540 450648028
190835 460628254
306756 98338128
129511 174927819
322163 32667928
994577 756137080
72694 98289047
902664 53533062
86005 390525552
191679 380661536
183167 846197044
343455 492248471
785852 720402942
107106 354650283
982289 578876199
691060 154216183
523725 258399249
843935 645347835
253227 863974447
275152 357576391
158226 762270730
229321 39748273
75627 198649339
280833 903678985
174389 172473514
340019 973358557
186408 510684475
122879 968973261
603267 35230986
139395 851586558
623035 597831456
802239 348664114
230203 473163527
11447 65484432
653825 814287600
576673 791329404
74180 241806996
77175 994667160
455833 924359010
345643 882147575
348374 35203015
21983 820535783
403341 26145863
24895 482007609
892699 818165291
110017 380516736
996245 44429609
180348 124743802
592635 575709148
227732 559763813
512598 465805406
92715 671587779
128252 34687243
770789 585086
45751 269633785
248512 760911478
836298 443271496
963112 703240640
933209 75989008
764100 235826909
153797 223875118
859495 162667395
304226 50557196
410695 785897862
265842 330155780
177525 868779441
960685 549271241
883070 208606290
957982 911654860
707227 395521087
288143 796956740
948415 338641795
744086 442912528
881933 414678296
901034 79647034
504703 265572184
38003 119365200
755430 424343230
438246 568167126
756942 648705090
322405 260935468
484029 546800443
206207 910368101
406231 246681542
538811 817114459
718479 855827956
587049 503667896
985601 559332136
579922 88868535
9930 317998310
31420 477031987
569992 29586776
913037 864326423
929504 471352284
9400 516687447
56872 35849158
622413 490058255
165451 440345973
942206 43089035
27013 927482018
202993 34262846
825824 179307395
930240 682812426
639030 484511163
196812 712649961
508971 497745585
197798 238596317
331859 491111836
438590 981262364
463619 92965343
949309 82521492
813999 128089075
95597 563980451
434546 678038804
68985 107978912
520321 319789331
241256 93863498
96224 680172497
675423 90252607
199511 400873236
902067 819709483
618319 845100866
821650 278467531
728553 866261242
729393 151193173
226083 610196055
230515 940557436
284628 511327114
53737 306720175
881768 964123723
698585 647403090
428904 556940843
266087 488042482
629190 370458863
294587 106829702
331597 233714007
538684 522467269
814372 689877687
934298 120060278
654779 913181044
252949 220398216
376597 210000817
955150 114178578
327429 518009888
898251 763210199
649462 688114189
129139 323595719
570882 856912579
637699 187201074
370940 389933288
30274 851219890
646793 73086311
203009 554978518
963497 27138308
38294 171619277
835202 798808596
16991 168729152
808912 405489494
907228 582653694
498881 703806480
379743 110665696
436520 461509884
260913 342008403
938313 98415966
208975 398310255
348752 823240251
45995 964512898
326060 328250006
7267 659290558
904164 47046562
425686 740368
371009 75443678
469018 707180922
449023 452377248
350466 109465257
699578 340731211
130451 253137099
240593 506908717
145001 973179907
324181 124354977
6012 93673934
111078 326053009
702683 696438140
302513 282710951
244548 862207678
273363 891671235
463896 880645373
630764 884933916
342145 5597140
827014 582693613
61895 51043945
424322 335193347
180543 578182268
101562 751842897
878025 299943097
713724 480401391
132881 528825804
453898 156836565
779794 313273764
63366 138541695
997292 474337731
212429 743462190
498954 702360546
911956 500358453
957184 523256323
51564 823020080
299766 858993239
729277 878481310
691357 705348192
840057 546086735
290787 211554783
487624 251424670
896437 685458875
777085 670677232
732137 552841453
218425 879246783
178682 691948207
224823 87194989
824603 956137780
552940 807299140
909953 523121857
835070 906210720
630946 493565348
207881 376839656
429391 120048939
925890 56721179
119572 949414515
661699 777017010
389241 421439786
210092 338638731
280737 109429519
885012 853976772
893576 693110836
171259 753235533
764466 381241553
534171 833675420
879260 43370243
401991 991511208
451441 229610873
866714 440881833
175662 143793605
118863 386296236
723971 510781563
312744 433114213
220847 463523838
752442 906502585
469207 842154808
995207 931880136
781494 406683820
115167 889546962
924871 98166692
738232 397321484
52785 20657576
348542 236021579
